0.019	176.08
0.037	176.08
0.056	176.08
0.074	176.08
0.093	176.08
0.111	176.08
0.13	176.08
0.148	176.08
0.166	176.08
0.185	176.08
0.203	176.08
0.222	176.08
0.24	176.08
0.259	176.08
0.277	176.08
0.295	176.08
0.314	176.08
0.332	176.08
0.351	176.08
0.369	176.08
0.388	176.08
0.406	176.08
0.424	176.08
0.443	176.08
0.461	176.08
0.48	176.08
0.497	176.18
0.516	176.4
0.533	176.76
0.55	177.4
0.569	177.88
0.586	178.4
0.604	178.58
0.622	178.12
0.64	177.28
0.657	176.68
0.674	176.46
0.693	176.48
0.71	176.92
0.728	177.38
0.746	177.56
0.763	177.58
0.781	177.68
0.799	177.78
0.817	177.98
0.834	178.14
0.851	178.12
0.87	177.68
0.887	177.14
0.905	176.84
0.923	176.84
0.941	177.04
0.958	177.74
0.976	178.18
0.994	178.16
1.011	177.86
1.03	177.7
1.047	177.72
1.064	177.94
1.083	178.48
1.1	179
1.118	179.12
1.136	179.12
1.154	179.28
1.171	179.68
1.189	180.34
1.207	181.2
1.224	181.9
1.243	182.28
1.26	182.14
1.277	182.08
1.296	182.2
1.313	182.44
1.331	182.96
1.348	183.32
1.366	183.28
1.384	182.86
1.401	182.6
1.419	182.48
1.437	182.42
1.455	182.6
1.472	182.52
1.49	182.2
1.508	181.94
1.525	182.16
1.544	182.34
1.561	182.56
1.579	183
1.597	182.9
1.614	182.56
1.632	182.12
1.65	182.22
1.668	182.44
1.685	182.62
1.703	182.92
1.721	182.84
1.738	182.4
1.757	181.9
1.774	181.86
1.792	182.02
1.81	182.16
1.827	182.56
1.845	182.3
1.863	181.84
1.881	181.54
1.898	181.7
1.915	181.82
1.933	181.94
1.951	182.22
1.969	182
1.986	181.46
2.004	181.26
2.022	181.42
2.039	181.58
2.058	181.82
2.075	182.2
2.093	181.9
2.111	181.46
2.128	181.14
2.146	181.4
2.164	181.64
2.182	181.88
2.199	182.28
2.217	182.08
2.235	181.78
2.252	181.48
2.271	181.78
2.288	182.1
2.306	182.44
2.324	182.84
2.341	182.66
2.359	182.32
2.377	182.1
2.395	182.42
2.412	182.68
2.43	183
2.448	183.42
2.465	183.06
2.483	182.8
2.5	182.58
2.519	182.96
2.536	183.24
2.553	183.52
2.572	183.9
2.589	183.8
2.607	183.54
2.625	183.34
2.642	183.66
2.66	184.02
2.678	184.28
2.696	184.66
2.713	184.44
2.732	184.12
2.749	184.02
2.766	184.26
2.785	184.5
2.802	184.76
2.82	185.24
2.838	185.24
2.855	185.16
2.873	185.08
2.891	185.34
2.909	185.62
2.926	185.9
2.945	186.32
2.962	186.26
2.979	186.2
2.998	186
3.015	186.2
3.033	186.42
3.05	186.68
3.067	187.06
3.086	186.92
3.103	186.76
3.121	186.4
3.139	186.68
3.156	186.92
3.174	187.1
3.192	187.38
3.21	187.22
3.227	187
3.246	186.72
3.263	186.88
3.28	187.06
3.299	187.22
3.316	187.52
3.334	187.22
3.352	187.1
3.369	186.66
3.387	186.82
3.405	186.98
3.423	187.1
3.44	187.42
3.459	187.24
3.476	186.98
3.493	186.5
3.512	186.68
3.529	186.92
3.547	187.12
3.565	187.46
3.582	187.24
3.6	187
3.617	186.74
3.635	186.88
3.653	187.18
3.671	187.44
3.688	187.78
3.706	187.4
3.724	187.02
3.741	186.62
3.76	186.84
3.777	187.08
3.794	187.36
3.813	187.66
3.83	187.32
3.848	186.94
3.866	186.54
3.884	186.78
3.901	186.98
3.919	186.96
3.937	186.84
3.954	186.5
3.973	186.48
3.99	186.8
4.007	187.62
4.026	188.22
4.043	188.58
4.061	188.76
4.079	188.52
4.097	188.36
4.114	188.2
4.132	188.52
4.15	188.78
4.167	188.98
4.185	189.38
4.202	189.38
4.22	189.38
4.238	189.22
4.255	189.58
4.274	189.8
4.291	190.04
4.308	190.46
4.327	190.48
4.344	190.36
4.362	190.34
4.38	190.7
4.398	190.92
4.415	191.08
4.432	191.4
4.451	191.34
4.468	191.2
4.486	190.92
4.504	191.22
4.521	191.44
4.539	191.58
4.557	191.92
4.575	191.84
4.592	191.72
4.611	191.44
4.628	191.62
4.645	191.82
4.664	191.92
4.681	192.1
4.699	191.96
4.717	191.86
4.734	191.5
4.752	191.72
4.769	191.92
4.787	192.08
4.805	192.54
4.823	192.8
4.84	192.6
4.858	191.9
4.876	191.38
4.893	191.04
4.912	190.82
4.929	190.96
4.946	190.9
4.965	190.7
4.982	190.22
5	190.3
5.018	190.44
5.036	190.52
5.053	190.78
5.071	190.52
5.089	189.98
5.106	189.4
5.125	189.46
5.142	189.62
5.159	189.76
5.178	190.02
5.195	189.78
5.213	189.32
5.231	188.8
5.249	188.72
5.266	188.9
5.284	189.04
5.302	189.36
5.319	189.06
5.337	188.68
5.354	188.2
5.372	188.4
5.39	188.56
5.407	188.68
5.426	188.96
5.443	188.64
5.46	188.18
5.479	187.78
5.496	187.94
5.514	188.18
5.532	188.36
5.55	188.7
5.567	188.4
5.585	188.08
5.603	187.66
5.62	188.04
5.639	188.4
5.656	188.74
5.673	189.16
5.692	188.96
5.709	188.68
5.727	188.44
5.745	188.84
5.763	189.18
5.78	189.54
5.798	189.9
5.816	189.58
5.833	189.3
5.852	188.92
5.869	189.2
5.886	189.4
5.904	189.64
5.921	189.94
5.94	189.6
5.957	189.3
5.975	189.08
5.993	189.48
6.01	189.78
6.028	190.08
6.046	190.36
6.064	190.04
6.081	189.62
6.099	189.28
6.117	189.62
6.134	189.86
6.153	190.14
6.17	190.42
6.188	190.06
6.206	189.72
6.223	189.38
6.241	189.74
6.259	189.92
6.277	190.18
6.294	190.38
6.312	189.98
6.33	189.56
6.347	189.16
6.366	189.24
6.383	189.14
6.401	188.9
6.419	188.56
6.436	188.06
6.454	188.22
6.471	188.58
6.489	189.02
6.507	188.72
6.524	188.3
6.542	187.86
6.56	187.36
6.578	187.44
6.595	187.76
6.614	188.04
6.631	187.74
6.648	187.28
6.667	186.8
6.684	186.3
6.702	186.42
6.72	186.72
6.737	187.08
6.755	186.92
6.773	186.56
6.791	186.22
6.808	185.84
6.827	186.08
6.844	186.42
6.861	186.7
6.88	186.32
6.897	185.94
6.915	185.54
6.933	185.12
6.95	185.3
6.968	185.68
6.986	186.04
7.004	185.68
7.021	185.3
7.04	184.86
7.057	184.46
7.074	184.74
7.093	185.14
7.11	185.46
7.128	185.06
7.146	184.5
7.163	183.8
7.181	183.3
7.199	183.28
7.217	183.74
7.234	184.6
7.251	185.22
7.269	185.54
7.287	185.66
7.305	185.32
7.322	185.14
7.341	184.78
7.358	184.64
7.375	184.9
7.394	185.3
