19	230,
37	215,
56	209,
74	204,
93	200,
111	195,
130	189,
148	179,
166	193,
185	199,
203	217,
222	229,
240	236,
259	229,
277	214,
295	208,
314	205,
332	200,
351	195,
369	188,
388	184,
406	196,
424	204,
443	224,
461	234,
480	238,
497	229,
516	239,
533	239,
550	239,
569	230,
586	228,
604	224,
622	205,
640	201,
657	201,
675	195,
693	189,
710	186,
729	196,
746	199,
763	201,
781	202,
799	207,
817	209,
834	210,
852	214,
870	216,
887	218,
906	225,
923	231,
941	236,
959	244,
976	243,
994	242,
1012	232,
1030	204,
1047	187,
1065	203,
1083	212,
1100	220,
1119	244,
1136	234,
1154	205,
1172	190,
1189	203,
1207	213,
1225	222,
1243	243,
1260	233,
1278	205,
1296	188,
1313	202,
1332	213,
1349	221,
1367	240,
1385	229,
1402	209,
1420	191,
1438	205,
1456	213,
1473	221,
1490	239,
1508	229,
1526	205,
1544	196,
1561	205,
1580	214,
1597	223,
1614	243,
1633	225,
1650	205,
1668	192,
1686	206,
1703	215,
1721	223,
1739	242,
1757	227,
1774	207,
1793	186,
1810	204,
1827	214,
1846	228,
1863	242,
1881	224,
1899	206,
1916	185,
1934	204,
1952	214,
1970	226,
1987	251,
2006	247,
2023	228,
2041	203,
2060	187,
2077	202,
2096	214,
2114	222,
2131	241,
2150	231,
2167	202,
2185	186,
2203	201,
2221	209,
2239	219,
2257	241,
2275	229,
2293	199,
2312	187,
2329	200,
2348	210,
2366	219,
2383	241,
2402	225,
2420	199,
2438	187,
2456	202,
2475	209,
2492	219,
2510	240,
2529	226,
2546	199,
2565	190,
2583	201,
2600	209,
2619	222,
2637	238,
2655	224,
2673	203,
2692	183,
2709	198,
2727	207,
2745	216,
2762	234,
2781	214,
2798	194,
2817	185,
2835	194,
2852	202,
2871	221,
2889	232,
2907	211,
2925	188,
2944	182,
2961	194,
2979	203,
2998	218,
3015	232,
3034	204,
3052	193,
3069	181,
3088	195,
3106	207,
3124	218,
3142	233,
3161	226,
3178	202,
3196	178,
3215	188,
3232	189,
3251	195,
3269	199,
3287	209,
3305	231,
3323	220,
3341	201,
3359	178,
3378	188,
3395	200,
3414	209,
3432	230,
3449	219,
3468	200,
3485	178,
3503	189,
3521	202,
3538	210,
3556	231,
3574	218,
3592	196,
3610	176,
3629	189,
3646	198,
3664	210,
3683	230,
3700	217,
3719	192,
3737	168,
3755	189,
3773	202,
3791	209,
3809	230,
3827	210,
3846	191,
3863	168,
3881	190,
3900	201,
3917	209,
3936	230,
3954	213,
3972	197,
3990	176,
4008	190,
4026	202,
4044	214,
4062	230,
4079	207,
4098	198,
4115	172,
4132	191,
4151	202,
4168	214,
4187	227,
4205	206,
4222	195,
4241	182,
4259	191,
4277	203,
4295	219,
4314	228,
4331	208,
4349	192,
4368	171,
4385	191,
4404	204,
4422	216,
4440	227,
4458	201,
4476	189,
4494	185,
4512	195,
4531	202,
4548	218,
4567	223,
4585	203,
4602	190,
4621	183,
4638	193,
4656	203,
4674	220,
4691	226,
4709	201,
4727	187,
4745	180,
4763	196,
4782	205,
4799	221,
4817	222,
4836	202,
4853	188,
4872	183,
4890	195,
4908	205,
4926	225,
4944	225,
4962	204,
4980	187,
4999	188,
5016	196,
5035	207,
5053	224,
5070	224,
5089	198,
5107	180,
5125	183,
5143	197,
5161	206,
5179	225,
5197	221,
5215	200,
5232	183,
5251	183,
5268	197,
5285	206,
5304	228,
5321	221,
5340	196,
5358	177,
5376	183,
5394	199,
5412	207,
5430	229,
5448	218,
5467	198,
5484	174,
5502	191,
5521	195,
5538	204,
5557	228,
5575	249,
5593	205,
5611	193,
5629	173,
5647	183,
5665	199,
5684	206,
5701	227,
5720	217,
5738	196,
5755	169,
5774	185,
5792	197,
5810	207,
5828	230,
5847	218,
5864	193,
5882	171,
5900	188,
5917	198,
5936	209,
5953	229,
5971	215,
5990	197,
6007	174,
6026	189,
6044	199,
6062	207,
6080	225,
6098	216,
6116	198,
6134	175,
6153	188,
6170	199,
6189	210,
6207	227,
6224	216,
6243	190,
6261	176,
6279	188,
6297	200,
6316	209,
6333	229,
6351	211,
6370	190,
6387	181,
6406	193,
6424	201,
6441	210,
6460	229,
6477	212,
6495	195,
6513	173,
6531	189,
6549	202,
6567	213,
6585	229,
6603	205,
6622	191,
6639	175,
6658	192,
6676	202,
6693	212,
6712	228,
6730	206,
6748	191,
6766	180,
6785	191,
6802	203,
6820	220,
6839	238,
6856	220,
6875	193,
6893	180,
6910	187,
6929	200,
6947	208,
6965	220,
6983	223,
7002	202,
7019	189,
7037	182,
7056	195,
7073	204,
7092	226,
7109	222,
7127	198,
7145	175,
7162	186,
7181	198,
7199	207,
7217	225,
7235	219,
7254	199,
7271	182,
7289	188,
7308	198,
7325	207,
7344	227,
7362	220,
7379	199,
7398	176,
7416	186,
7434	197,
7452	207,
7471	226,
7488	219,
7506	196,
7525	177,
7542	186,
7561	198,
7579	207,
7597	227,
7615	217,
7633	199,
7651	174,
7669	187,
7687	198,
7704	208,
7723	228,
7740	218,
7758	195,
7777	172,
7794	187,
7813	201,
7831	209,
7848	229,
7867	214,
7885	189,
7903	171,
7921	188,
7940	199,
7957	208,
7975	229,
7994	216,
8011	191,
8030	175,
8048	189,
8066	200,
8084	209,
8102	230,
8120	215,
8138	195,
8157	171,
8174	188,
8193	201,
8211	209,
8228	229,
8247	211,
8264	197,
8282	172,
8300	189,
8317	200,
8336	215,
8354	229,
8372	211,
8390	189,
8409	176,
8426	189,
8444	201,
8463	213,
8480	230,
8499	205,
8517	193,
8535	172,
8553	190,
8571	202,
8589	212,
8607	228,
8626	208,
8643	193,
8662	173,
8680	191,
8697	202,
